Year,Country,Gold,Silver,Bronze,Total,Historical_Gold,Historical_Silver,Historical_Bronze,Historical_Total,Recent_3_Olympics_Avg,WB_Code,Population,GDP,GDP_per_capita,HDI,Climate_Zone,Climate_Description,Avg_Temp_C,Winter_Sports_Index,Education_Spending_pct_GDP,Medals_per_million_pop,Medals_per_billion_GDP,Medals_per_10K_GDPpc,Medals_per_HDI,Gold_per_million_pop,Gold_per_billion_GDP,Gold_per_10K_GDPpc,Gold_per_HDI,Land_Area_SqKm,Surface_Area_SqKm,Internet_Users_Pct,Vehicles_Per_1000,Healthcare_Spending_Pct_GDP,Healthcare_Spending_Per_Capita_USD,Life_Expectancy_Years,Labor_Force_Total,Coastline_Length_Km,Average_Elevation_Meters,Avg_Temperature_C,Avg_Snowfall_Cm_Per_Year,Sunshine_Days_Per_Year,Number_of_Universities,Number_of_Ski_Resorts,Professional_Sports_Stadiums,Avg_Work_Hours_Per_Year,Global_Peace_Index_Score,Military_Expenditure_Pct_GDP,Active_Military_Personnel_Thousands,Healthcare_Spending_USD,Military_Expenditure_USD,Education_Spending_USD,Medals_Per_Million,Medals_Per_Billion_GDP,Medals_Per_GDP_Per_Capita,Medals_Per_HDI,Medals_Per_1000_SqKm,Medals_Per_1000_Km_Coastline,Medals_Per_100m_Elevation,Medals_Per_Degree_Temp,Medals_Per_100_Sunshine_Days,Medals_Per_100_Cm_Snowfall,Medals_Per_Million_Internet_Users,Medals_Per_1000_Vehicles,Medals_Per_University,Medals_Per_Stadium,Medals_Per_Ski_Resort,Medals_Per_Pct_Healthcare_Spending,Medals_Per_Year_Life_Expectancy,Medals_Per_100_Work_Hours,Medals_Per_Peace_Index_Point,Medals_Per_Pct_Military_Spending,Medals_Per_1000_Military_Personnel,Medals_Per_Pct_Education_Spending,Total_Athletes,Individual_Medalists,Total_Medals_Awarded
1996,ARG,0,2,1,3,13,19,15,47,1.0,ARG,35513793.0,272149750000.0,7663.21271287469,0.751,3.0,Temperate,12.0,4.0,3.73198008537292,0.084474221044201,0.0110233428470906,3.914807160396066,3.9946737683089215,0.0,0.0,0.0,0.0,2736690.0,2780400.0,0.142,,,,73.056,15613030.0,4989.0,595.0,14.9,50.0,260.0,130.0,20.0,25.0,,,,,,,10156574472.392187,0.084474221044201,0.0110233428470906,3.914807160396066,3.9946737683089215,0.0010962147703978,0.6013229104028863,0.5042016806722689,0.2013422818791946,1.153846153846154,6.0,59.48888805929652,,0.023076923076923,0.12,0.15,,0.0410643889618922,,,,,0.8038628104576886,179,20,20
2000,ARG,0,2,2,4,13,21,16,50,2.0,ARG,37213984.0,284203750000.0,7637.01489203628,0.779,3.0,Temperate,12.0,4.0,4.58030986785889,0.1074864760515832,0.0140744096444892,5.237648553194674,5.134788189987163,0.0,0.0,0.0,0.0,2736690.0,2780400.0,7.03868,,8.22001076,702.23309326,73.91,16658086.0,4989.0,595.0,14.9,50.0,260.0,130.0,20.0,25.0,,,1.149,102.3,26132891096.84815,3265501087.5,13017412406.07501,0.1074864760515832,0.0140744096444892,5.237648553194674,5.134788189987163,0.0014616196938637,0.8017638805371818,0.6722689075630253,0.2684563758389262,1.5384615384615383,8.0,1.5270828628604112,,0.0307692307692307,0.16,0.2,0.4866173678828615,0.0541198755242863,,,3.4812880765883376,39.100684261974585,0.8733033605584065,143,20,20
2004,ARG,2,0,4,6,13,23,18,54,2.6666666666666665,ARG,38815916.0,164657930452.787,4242.02099089422,0.798,3.0,Temperate,12.0,4.0,3.48652005195618,0.1545757673218377,0.0364391802052947,14.144201579575864,7.518796992481203,0.0515252557739459,0.0121463934017649,4.7147338598586215,2.506265664160401,2736690.0,2780400.0,16.0367,,7.09477043,303.31906128,74.871,17502349.0,4989.0,595.0,14.9,50.0,260.0,130.0,20.0,25.0,,,0.883,102.0,11773607203.843334,1453929525.898109,5740831762.372479,0.1545757673218377,0.0364391802052947,14.144201579575864,7.518796992481203,0.0021924295407956,1.2026458208057726,1.0084033613445378,0.4026845637583892,2.307692307692308,12.0,0.963887628513583,,0.0461538461538461,0.24,0.3,0.8456933256965159,0.0801378370797772,,,6.795016987542469,58.8235294117647,1.720913664796961,152,49,49
2008,ARG,2,0,4,6,15,23,22,60,4.333333333333333,ARG,40424148.0,361558037110.419,8944.1102657357,0.825,3.0,Temperate,12.0,4.0,4.84440994262695,0.1484261338049722,0.0165948461496034,6.708325167887974,7.272727272727273,0.0494753779349907,0.0055316153832011,2.236108389295992,2.4242424242424243,2736690.0,2780400.0,28.1126,,8.24087811,745.40356445,75.428,18041663.0,4989.0,595.0,14.9,50.0,260.0,130.0,20.0,25.0,,,0.763,107.0,30132304009.054337,2758687823.1524973,17515353498.143974,0.1484261338049722,0.0165948461496034,6.708325167887974,7.272727272727273,0.0021924295407956,1.2026458208057726,1.0084033613445378,0.4026845637583892,2.307692307692308,12.0,0.5279701408086489,,0.0461538461538461,0.24,0.3,0.7280777509279287,0.0795460571670997,,,7.863695937090433,56.07476635514018,1.238540930899505,132,51,51
2012,ARG,1,1,2,4,17,23,26,66,5.333333333333333,ARG,42161721.0,545982375701.128,12949.717486654,0.843,3.0,Temperate,12.0,4.0,5.34582996368408,0.0948727875695586,0.0073262438093598,3.088870474682097,4.744958481613286,0.0237181968923896,0.0018315609523399,0.7722176186705243,1.1862396204033214,2736690.0,2780400.0,55.8,,9.8851881,1363.21618652,75.802,19006986.0,4989.0,595.0,14.9,50.0,260.0,130.0,20.0,25.0,,,0.785,104.4,57475540518.74021,4285961649.253855,29187289436.66509,0.0948727875695586,0.0073262438093598,3.088870474682097,4.744958481613286,0.0014616196938637,0.8017638805371818,0.6722689075630253,0.2684563758389262,1.5384615384615383,8.0,0.1700229167913237,,0.0307692307692307,0.16,0.2,0.4046458154903496,0.0527690562254294,,,5.095541401273885,38.31417624521072,0.7482467693834765,137,19,19
2016,ARG,3,1,0,4,18,24,28,70,5.333333333333333,ARG,43900313.0,557532320662.955,12699.9623137756,0.847,3.0,Temperate,12.0,4.0,5.54548978805542,0.0911155234815751,0.0071744719575066,3.149615645442676,4.722550177095632,0.0683366426111813,0.00538085396813,2.362211734082007,3.541912632821724,2736690.0,2780400.0,70.969,,10.05355549,1276.79785156,76.105,19497873.0,4989.0,595.0,14.9,50.0,260.0,130.0,20.0,25.0,,,0.809,105.4,56051825321.21154,4510436474.163305,30917897907.472565,0.0911155234815751,0.0071744719575066,3.149615645442676,4.722550177095632,0.0014616196938637,0.8017638805371818,0.6722689075630253,0.2684563758389262,1.5384615384615383,8.0,0.1283877798497586,,0.0307692307692307,0.16,0.2,0.397869192046405,0.0525589645883976,,,4.944375772558714,37.95066413662239,0.7213068913436119,215,22,22
2020,ARG,0,1,2,3,21,25,28,74,4.666666666666667,ARG,45191965.0,385740508436.965,8535.59938004389,0.84,3.0,Temperate,12.0,4.0,5.27689981460571,0.0663834821079366,0.0077772490427725,3.514691665372624,3.571428571428572,0.0,0.0,0.0,0.0,2736690.0,2780400.0,85.5144,,10.67246342,910.9586792,75.878,19317784.0,4989.0,595.0,14.9,50.0,260.0,130.0,20.0,25.0,,,0.734,103.0,41168012746.85263,2831335331.927324,20355140174.56933,0.0663834821079366,0.0077772490427725,3.514691665372624,3.571428571428572,0.0010962147703978,0.6013229104028863,0.5042016806722689,0.2013422818791946,1.153846153846154,6.0,0.0776284252803465,,0.023076923076923,0.12,0.15,0.281097238935301,0.0395371517435883,,,4.087193460490464,29.12621359223301,0.5685156257271411,208,43,43
2024,ARG,1,1,1,3,21,26,30,77,3.6666666666666665,ARG,45696159.0,638365455340.04,13969.7836603737,,3.0,Temperate,12.0,4.0,,0.0656510320703322,0.0046995024165303,2.147492096466545,,0.0218836773567774,0.0015665008055101,0.7158306988221815,,,,89.6672,,,,,22161435.0,4989.0,595.0,14.9,50.0,260.0,130.0,20.0,25.0,,,,,,,,0.0656510320703322,0.0046995024165303,2.147492096466545,,,0.6013229104028863,0.5042016806722689,0.2013422818791946,1.153846153846154,6.0,0.0732163289032469,,0.023076923076923,0.12,0.15,,,,,,,,143,19,19
1996,ARM,1,1,0,2,0,0,0,0,0.0,ARM,3278735.0,1596968946.23708,487.068624404558,0.632,2.0,Continental,5.0,7.0,1.84843003749847,0.6099913533725659,1.252372505246628,41.06197565989808,3.1645569620253164,0.3049956766862829,0.6261862526233141,20.53098782994904,1.5822784810126582,28470.0,29740.0,0.0946,,,,69.0061219512195,1426441.0,0.0,1792.0,,90.0,,,,,,,,,,,29518853.691768978,0.6099913533725659,1.252372505246628,41.06197565989808,3.1645569620253164,0.0702493853178784,,0.1116071428571428,,,2.2222222222222223,644.8111557849534,,,,,,0.0289829357663918,,,,,1.0819992963902785,32,2,2
2000,ARM,0,0,1,1,1,1,0,2,2.0,ARM,3221100.0,1911563668.85006,593.450581742282,0.662,2.0,Continental,5.0,7.0,2.77273011207581,0.3104529508552978,0.5231319344971493,16.850602742087638,1.510574018126888,0.0,0.0,0.0,0.0,28470.0,29740.0,1.30047,,4.19581175,25.6606369,72.8804878048781,1475960.0,0.0,1792.0,,90.0,,,,,,,3.56,42.3,82655477.51859,68051666.61106214,53002501.457706735,0.3104529508552978,0.5231319344971493,16.850602742087638,1.510574018126888,0.0351246926589392,,0.0558035714285714,,,1.1111111111111112,23.872365441363343,,,,,0.2383329042348003,0.0137210936715638,,,0.2808988764044944,23.640661938534283,0.36065536838396,25,1,1
2004,ARM,0,0,0,0,1,1,1,3,1.5,ARM,3164900.0,3576615240.41616,1130.08791444158,0.694,2.0,Continental,5.0,7.0,2.48673009872436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28470.0,29740.0,4.89901,,6.05510139,71.65074158,73.0268292682927,1503545.0,0.0,1792.0,,90.0,,,,,,,2.742,49.0,226767432.026542,98070789.89221112,88940767.69899127,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,18,0,0
2008,ARM,0,0,6,6,1,1,1,3,1.0,ARM,3087100.0,11662040713.8753,3777.66859313767,0.742,2.0,Continental,5.0,7.0,3.17272996902466,1.943571636811247,0.5144897147255969,15.882811983293902,8.086253369272237,0.0,0.0,0.0,0.0,28470.0,29740.0,6.21,,6.63976622,261.59963989,73.0731707317073,1503687.0,0.0,1792.0,,90.0,,,,,,,3.396,42.0,807584248.3044189,396042902.6432051,370005060.728979,1.943571636811247,0.5144897147255969,15.882811983293902,8.086253369272237,0.2107481559536354,,0.3348214285714285,,,6.666666666666667,31.297449868136017,,,,,0.9036462732568918,0.082109479305741,,,1.76678445229682,142.85714285714286,1.89111587137196,25,6,6
2012,ARM,0,1,2,3,1,1,7,9,2.333333333333333,ARM,3024100.0,10619320682.9474,3511.56399687426,0.755,2.0,Continental,5.0,7.0,2.77248001098633,0.9920306868159122,0.2825039463039691,8.543201840178288,3.9735099337748334,0.0,0.0,0.0,0.0,28470.0,29740.0,37.5,,9.13455009,331.91378784,74.119512195122,1499083.0,0.0,1792.0,,90.0,,,,,,,3.584,49.1,1003740485.806944,380596453.2768349,294418543.23725367,0.9920306868159122,0.2825039463039691,8.543201840178288,3.9735099337748334,0.1053740779768177,,0.1674107142857142,,,3.333333333333333,2.6454151648424324,,,,,0.3284234002158721,0.040475171937214,,,0.8370535714285714,61.09979633401222,1.0820637076235324,24,3,3
2016,ARM,1,3,0,4,1,2,9,12,3.0,ARM,2992300.0,10546136235.5219,3524.42476874707,0.765,2.0,Continental,5.0,7.0,2.75812005996704,1.3367643618621128,0.3792858266449324,11.34936979069636,5.228758169934641,0.3341910904655282,0.0948214566612331,2.83734244767409,1.30718954248366,28470.0,29740.0,64.346,,9.95194912,359.58227539,74.8682926829268,1469687.0,0.0,1792.0,,90.0,,,,,,,4.09,49.1,1075978042.649497,431336972.0328457,290875099.0633824,1.3367643618621128,0.3792858266449324,11.34936979069636,5.228758169934641,0.1404987706357569,,0.2232142857142857,,,4.444444444444445,2.077463030898755,,,,,0.4019313153401652,0.053427156632786,,,0.97799511002445,81.4663951120163,1.450263191243314,31,4,4
2020,ARM,0,2,2,4,2,5,9,16,4.333333333333333,ARM,2961500.0,12641698583.2152,4268.68093304583,0.757,2.0,Continental,5.0,7.0,2.70555996894836,1.3506668917778153,0.3164131760988932,9.370576210168704,5.284015852047556,0.0,0.0,0.0,0.0,28197.41,29740.0,76.5077,,12.24056244,535.2723999,73.3756097560976,1448279.0,0.0,1792.0,,90.0,,,,,,,4.983,47.0,1585209212.30385,629935840.4016135,342028736.2625824,1.3506668917778153,0.3164131760988932,9.370576210168704,5.284015852047556,0.1418570003415207,,0.2232142857142857,,,4.444444444444445,1.7653999424604518,,,,,0.3267823696506547,0.0545140273899747,,,0.8027292795504717,85.1063829787234,1.4784370133753804,19,4,4
2024,ARM,0,3,1,4,2,7,11,20,3.6666666666666665,ARM,3033500.0,25955275380.0321,8556.21406956719,,2.0,Continental,5.0,7.0,,1.3186088676446348,0.1541112525847935,4.674964847159718,,0.0,0.0,0.0,,,,,,,,,1467933.0,0.0,1792.0,,90.0,,,,,,,,,,,,1.3186088676446348,0.1541112525847935,4.674964847159718,,,,0.2232142857142857,,,4.444444444444445,,,,,,,,,,,,,15,4,4
1988,ARU,0,0,0,0,0,0,0,0,0.0,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0
1992,ARU,0,0,0,0,0,0,0,0,0.0,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0
1996,ARU,0,0,0,0,0,0,0,0,0.0,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0
2000,ARU,0,0,0,0,0,0,0,0,0.0,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0
2004,ARU,0,0,0,0,0,0,0,0,0.0,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0
2008,ARU,0,0,0,0,0,0,0,0,0.0,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0
2012,ARU,0,0,0,0,0,0,0,0,0.0,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0
2016,ARU,0,0,0,0,0,0,0,0,0.0,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0
2020,ARU,0,0,0,0,0,0,0,0,0.0,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0
2024,ARU,0,0,0,0,0,0,0,0,0.0,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0
1988,ASA,0,0,0,0,0,0,0,0,0.0,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0
1992,ASA,0,0,0,0,0,0,0,0,0.0,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0
1996,ASA,0,0,0,0,0,0,0,0,0.0,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0
2000,ASA,0,0,0,0,0,0,0,0,0.0,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0
2004,ASA,0,0,0,0,0,0,0,0,0.0,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0
2008,ASA,0,0,0,0,0,0,0,0,0.0,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0
2012,ASA,0,0,0,0,0,0,0,0,0.0,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0
2016,ASA,0,0,0,0,0,0,0,0,0.0,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0
2020,ASA,0,0,0,0,0,0,0,0,0.0,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0
2024,ASA,0,0,0,0,0,0,0,0,0.0,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0
1960,AUS,8,8,6,22,33,25,36,94,19.666666666666668,AUS,10276477.0,18635682981.7093,1813.43109917039,,3.0,Temperate,12.0,4.0,,2.140811486271025,1.1805309213294053,121.31698860830488,,0.7784769040985544,0.429283971392511,44.11526858483813,,,,,,,,70.8170731707317,,25760.0,330.0,21.7,,310.0,43.0,12.0,15.0,,1.525,,,,,,2.140811486271025,1.1805309213294053,121.31698860830488,,,0.8540372670807453,6.666666666666667,1.0138248847926268,7.096774193548387,,,,0.5116279069767442,1.4666666666666666,1.8333333333333333,,0.3106595488203892,,14.42622950819672,,,,189,33,46
1964,AUS,6,2,10,18,41,33,42,116,22.666666666666668,AUS,11167000.0,23835843813.735,2134.48946124608,,3.0,Temperate,12.0,4.0,,1.6118921823229155,0.7551652100366509,84.3292990047929,,0.5372973941076387,0.2517217366788837,28.10976633493097,,7682300.0,7741220.0,,,,,70.8809756097561,,25760.0,330.0,21.7,,310.0,43.0,12.0,15.0,,1.525,,,,,,1.6118921823229155,0.7551652100366509,84.3292990047929,,0.0023430483058459,0.6987577639751553,5.454545454545454,0.8294930875576038,5.806451612903226,,,,0.4186046511627907,1.2,1.5,,0.2539468432136318,,11.80327868852459,,,,243,38,44
1968,AUS,5,7,5,17,47,35,52,134,25.0,AUS,12009000.0,32763365242.1384,2728.23426114901,,3.0,Temperate,12.0,4.0,,1.4156049629444585,0.5188722182340278,62.3113646877243,,0.4163544008660171,0.1526094759511846,18.32687196697773,,7682300.0,7741220.0,,,,,70.9190243902439,,25760.0,330.0,21.7,,310.0,43.0,12.0,15.0,,1.525,,,,,,1.4156049629444585,0.5188722182340278,62.3113646877243,,0.0022128789555211,0.6599378881987578,5.151515151515151,0.783410138248848,5.483870967741936,,,,0.3953488372093023,1.1333333333333333,1.4166666666666667,,0.2397100093545369,,11.147540983606556,,,,128,45,51
1972,AUS,8,7,2,17,52,42,57,151,19.0,AUS,13177000.0,52117990654.2056,3955.22430403017,,3.0,Temperate,12.0,4.0,,1.290126735979358,0.3261829511577344,42.981127474054695,,0.607118463990286,0.1534978593683456,20.22641292896692,,7682300.0,7741220.0,,,,,71.4575609756098,,25760.0,330.0,21.7,,310.0,43.0,12.0,15.0,,1.525,,,,,,1.290126735979358,0.3261829511577344,42.981127474054695,,0.0022128789555211,0.6599378881987578,5.151515151515151,0.783410138248848,5.483870967741936,,,,0.3953488372093023,1.1333333333333333,1.4166666666666667,,0.2379034460160558,,11.147540983606556,,,,168,14,20
1976,AUS,0,1,4,5,60,49,59,168,17.333333333333332,AUS,14033000.0,105209354855.787,7497.28175413577,,3.0,Temperate,12.0,4.0,,0.3563030000712606,0.0475242910371765,6.669083761246962,,0.0,0.0,0.0,,7682300.0,7741220.0,,,,,73.0146341463415,,25760.0,330.0,21.7,,310.0,43.0,12.0,15.0,,1.525,,,,,,0.3563030000712606,0.0475242910371765,6.669083761246962,,0.0006508467516238,0.1940993788819875,1.5151515151515151,0.2304147465437788,1.6129032258064515,,,,0.1162790697674418,0.3333333333333333,0.4166666666666667,,0.0684794227685729,,3.278688524590164,,,,180,23,23
1980,AUS,2,2,5,9,60,50,63,173,13.0,AUS,14692000.0,150200557103.064,10223.2886675105,,3.0,Temperate,12.0,4.0,,0.6125782738905526,0.0599198842772894,8.80342939801935,,0.1361285053090117,0.0133155298393976,1.9563176440043,,7682300.0,7741220.0,,,,,74.3336585365854,,25760.0,330.0,21.7,,310.0,43.0,12.0,15.0,,1.525,,,,,,0.6125782738905526,0.0599198842772894,8.80342939801935,,0.0011715241529229,0.3493788819875776,2.727272727272727,0.4147465437788019,2.903225806451613,,,,0.2093023255813953,0.6,0.75,,0.1210757034859302,,5.901639344262295,,,,120,10,13
1984,AUS,4,8,12,24,62,52,68,182,10.333333333333334,AUS,15579391.0,193749932078.26,12436.2969052038,,3.0,Temperate,12.0,4.0,,1.5404966728160296,0.1238710111666302,19.298349165303,,0.2567494454693383,0.0206451685277717,3.2163915275504995,,7682300.0,7741220.0,,,,,75.3878048780488,,25760.0,330.0,21.7,,310.0,43.0,12.0,15.0,,1.525,,,,,,1.5404966728160296,0.1238710111666302,19.298349165303,,0.0031240644077945,0.9316770186335404,7.272727272727272,1.1059907834101383,7.741935483870968,,,,0.5581395348837209,1.6,2.0,,0.3183538775114043,,15.737704918032788,,,,242,46,52
1988,AUS,3,6,5,14,66,60,80,206,12.666666666666666,AUS,16532164.0,236461079970.431,14303.093047615,,3.0,Temperate,12.0,4.0,,0.8468340865720906,0.0592063607328135,9.78809265478033,,0.1814644471225908,0.0126870772998886,2.0974484260243567,,7682300.0,7741220.0,,,,,76.4326829268293,,25760.0,330.0,21.7,,310.0,43.0,12.0,15.0,,1.525,,,,,,0.8468340865720906,0.0592063607328135,9.78809265478033,,0.0018223709045468,0.5434782608695652,4.242424242424243,0.6451612903225806,4.516129032258064,,,,0.3255813953488372,0.9333333333333332,1.1666666666666667,,0.1831677165304076,,9.18032786885246,,,,252,33,35
1992,AUS,7,9,11,27,69,66,85,220,15.666666666666666,AUS,17478635.0,325982966981.415,18650.3675476612,0.869,3.0,Temperate,12.0,4.0,,1.5447430534478237,0.0828264134473606,14.476926490055078,31.07019562715765,0.400488939782769,0.0214735145974638,3.753277238162428,8.055235903337168,7682300.0,7741220.0,1.77,,,,77.3780487804878,8607321.0,25760.0,330.0,21.7,,310.0,43.0,12.0,15.0,,1.525,,,,,,1.5447430534478237,0.0828264134473606,14.476926490055078,31.07019562715765,0.0035145724587688,1.0481366459627328,8.181818181818182,1.2442396313364057,8.709677419354838,,87.2736188388601,,0.627906976744186,1.8,2.25,,0.3489361702127659,,17.704918032786885,,,,279,53,57
1996,AUS,9,9,23,41,76,75,96,247,21.666666666666668,AUS,18224767.0,401962517479.122,22055.838490507,0.884,3.0,Temperate,12.0,4.0,,2.249685825887376,0.1019995602006088,18.589182187585703,46.38009049773756,0.4938334739752776,0.0223901473611092,4.080552187518814,10.180995475113122,7682300.0,7741220.0,3.28,,,,78.0780487804878,9118415.0,25760.0,330.0,21.7,,310.0,43.0,12.0,15.0,,1.525,,,,,,2.249685825887376,0.1019995602006088,18.589182187585703,46.38009049773756,0.0053369433633156,1.5916149068322982,12.424242424242424,1.8894009216589864,13.225806451612904,,68.58798249656635,,0.9534883720930232,2.7333333333333334,3.4166666666666665,,0.5251155816568787,,26.885245901639347,,,,417,123,132
2000,AUS,16,25,17,58,85,84,119,288,27.33333333333333,AUS,19028802.0,416901962163.479,21908.9968019784,0.896,3.0,Temperate,12.0,4.0,,3.048011114940394,0.1391214368457603,26.473142756934703,64.73214285714286,0.8408306523973501,0.0383783274057269,7.302935932947504,17.857142857142858,7682300.0,7741220.0,46.7561,,7.58869076,1626.73388672,79.2341463414634,9542614.0,25760.0,330.0,21.7,,310.0,43.0,12.0,15.0,1767.0,1.525,1.824,51.6,30954797037.08531,7604291789.861856,,3.048011114940394,0.1391214368457603,26.473142756934703,64.73214285714286,0.0075498223188368,2.251552795031056,17.575757575757574,2.672811059907834,18.70967741935484,,6.518959269358208,,1.3488372093023255,3.8666666666666663,4.833333333333333,7.642952102583766,0.732007634057748,3.2823995472552348,38.03278688524591,31.79824561403509,1124.031007751938,,617,161,183
2004,AUS,17,16,17,50,101,109,136,346,42.0,AUS,19932722.0,615643050220.515,30886.0500949401,0.908,3.0,Temperate,12.0,4.0,,2.508438135042469,0.081215892849096,16.188538141428204,55.06607929515418,0.8528689659144396,0.0276134035686926,5.504102968085589,18.72246696035242,7682300.0,7741220.0,,,8.08257675,2744.08105469,80.490243902439,10143548.0,25760.0,330.0,21.7,,310.0,43.0,12.0,15.0,1721.0,1.525,1.822,52.0,54697004808.60257,11217016375.017784,,2.508438135042469,0.081215892849096,16.188538141428204,55.06607929515418,0.0065084675162386,1.940993788819876,15.151515151515152,2.3041474654377883,16.129032258064516,,,,1.162790697674419,3.333333333333333,4.166666666666667,6.186146020821887,0.6211932971728131,2.905287623474724,32.786885245901644,27.4423710208562,961.5384615384615,,470,134,157
2008,AUS,14,15,17,46,118,125,153,396,49.66666666666666,AUS,21249199.0,1058448244063.77,49811.2067218988,0.919,3.0,Temperate,12.0,4.0,,2.1647874821069726,0.0434598481862364,9.234869626191315,50.0544069640914,0.6588483641195134,0.0132269103175502,2.8106124949277924,15.233949945593036,7682300.0,7741220.0,71.67,,8.24737453,4083.42944336,81.3951219512195,11241263.0,25760.0,330.0,21.7,,310.0,43.0,12.0,15.0,1709.0,1.525,1.796,55.0,86769604844.41586,19009730463.38531,,2.1647874821069726,0.0434598481862364,9.234869626191315,50.0544069640914,0.0059877901149395,1.7857142857142856,13.93939393939394,2.119815668202765,14.838709677419354,,3.020493207907036,,1.069767441860465,3.066666666666667,3.8333333333333335,5.577532562959767,0.5651444324583484,2.6916325336454068,30.16393442622951,25.612472160356347,836.3636363636363,,432,124,149
2012,AUS,7,16,12,35,132,140,170,442,51.333333333333336,AUS,22733465.0,1552728401401.58,68301.4402512587,0.93,3.0,Temperate,12.0,4.0,,1.5395805258899162,0.0225409672215739,5.124342893977993,37.634408602150536,0.3079161051779832,0.0045081934443147,1.024868578795599,7.526881720430107,7682300.0,7741220.0,79.0,,8.67020702,6038.87158203,82.0463414634146,12022336.0,25760.0,330.0,21.7,,310.0,43.0,12.0,15.0,,1.525,1.67,56.2,137284475749.57364,25930564303.406387,,1.5395805258899162,0.0225409672215739,5.124342893977993,37.634408602150536,0.004555927261367,1.358695652173913,10.606060606060606,1.6129032258064515,11.29032258064516,,1.9488361087214128,,0.813953488372093,2.333333333333333,2.9166666666666665,4.036812491243145,0.4265881863313417,,22.95081967213115,20.95808383233533,622.7758007117437,,405,99,114
2016,AUS,8,11,10,29,139,156,182,477,43.66666666666666,AUS,24190907.0,1211588128417.61,50084.4440606385,0.935,3.0,Temperate,12.0,4.0,,1.1987975481861843,0.0239355267023582,5.790221004527667,31.016042780748663,0.3307027719134301,0.0066029039178919,1.5973023460765976,8.55614973262032,7692020.0,7741220.0,86.54,,10.08958244,5418.43652344,82.4487804878049,12744765.0,25760.0,330.0,21.7,,310.0,43.0,12.0,15.0,,1.525,2.09,57.8,131076894023.94035,25322191883.92805,,1.1987975481861843,0.0239355267023582,5.790221004527667,31.016042780748663,0.0037701410032735,1.125776397515528,8.787878787878787,1.336405529953917,9.35483870967742,,1.3852525400811002,,0.6744186046511628,1.9333333333333331,2.4166666666666665,2.874251751492701,0.3517335226600401,,19.016393442622952,13.875598086124404,501.7301038062284,,420,71,82
